step,state,fitness,N,K,D,rep,condition,landscape_seed,start_fitness
24,30173,0.6466413610543579,16,0,4,0,HM_channel,1275788780,0.48066188751719263
25,30173,0.6466413610543579,16,0,4,0,HM_channel,1275788780,0.48066188751719263
26,30173,0.6466413610543579,16,0,4,0,HM_channel,1275788780,0.48066188751719263
27,21981,0.6476595912127642,16,0,4,0,HM_channel,1275788780,0.48066188751719263
28,21981,0.6476595912127642,16,0,4,0,HM_channel,1275788780,0.48066188751719263
29,21981,0.6476595912127642,16,0,4,0,HM_channel,1275788780,0.48066188751719263
30,21981,0.6476595912127642,16,0,4,0,HM_channel,1275788780,0.48066188751719263
31,21981,0.6476595912127642,16,0,4,0,HM_channel,1275788780,0.48066188751719263
32,21981,0.6476595912127642,16,0,4,0,HM_channel,1275788780,0.48066188751719263
33,21981,0.6476595912127642,16,0,4,0,HM_channel,1275788780,0.48066188751719263
34,54749,0.6375934436797943,16,0,4,0,HM_channel,1275788780,0.48066188751719263
35,54749,0.6375934436797943,16,0,4,0,HM_channel,1275788780,0.48066188751719263
36,54749,0.6375934436797943,16,0,4,0,HM_channel,1275788780,0.48066188751719263
37,62941,0.636575213521388,16,0,4,0,HM_channel,1275788780,0.48066188751719263
38,30685,0.6425516221098571,16,0,4,0,HM_channel,1275788780,0.48066188751719263
39,30685,0.6425516221098571,16,0,4,0,HM_channel,1275788780,0.48066188751719263
40,30685,0.6425516221098571,16,0,4,0,HM_channel,1275788780,0.48066188751719263
41,30685,0.6425516221098571,16,0,4,0,HM_channel,1275788780,0.48066188751719263
42,14301,0.6441643977519812,16,0,4,0,HM_channel,1275788780,0.48066188751719263
43,14301,0.6441643977519812,16,0,4,0,HM_channel,1275788780,0.48066188751719263
44,14301,0.6441643977519812,16,0,4,0,HM_channel,1275788780,0.48066188751719263
45,14301,0.6441643977519812,16,0,4,0,HM_channel,1275788780,0.48066188751719263
46,14301,0.6441643977519812,16,0,4,0,HM_channel,1275788780,0.48066188751719263
47,14301,0.6441643977519812,16,0,4,0,HM_channel,1275788780,0.48066188751719263
48,14301,0.6441643977519812,16,0,4,0,HM_channel,1275788780,0.48066188751719263
49,30685,0.6425516221098571,16,0,4,0,HM_channel,1275788780,0.48066188751719263
50,30685,0.6425516221098571,16,0,4,0,HM_channel,1275788780,0.48066188751719263
0,2759,0.48066188751719263,16,0,8,0,HM_channel,1275788780,0.48066188751719263
1,35551,0.53398739678266,16,0,8,0,HM_channel,1275788780,0.48066188751719263
2,35807,0.5663140254084391,16,0,8,0,HM_channel,1275788780,0.48066188751719263
3,15836,0.5918761649236239,16,0,8,0,HM_channel,1275788780,0.48066188751719263
4,13788,0.6126254512218641,16,0,8,0,HM_channel,1275788780,0.48066188751719263
5,13788,0.6126254512218641,16,0,8,0,HM_channel,1275788780,0.48066188751719263
6,13788,0.6126254512218641,16,0,8,0,HM_channel,1275788780,0.48066188751719263
7,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
8,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
9,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
10,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
11,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
12,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
13,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
14,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
15,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
16,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
17,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
18,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
19,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
20,13789,0.648254136696482,16,0,8,0,HM_channel,1275788780,0.48066188751719263
21,14301,0.6441643977519812,16,0,8,0,HM_channel,1275788780,0.48066188751719263
22,14301,0.6441643977519812,16,0,8,0,HM_channel,1275788780,0.48066188751719263
23,14301,0.6441643977519812,16,0,8,0,HM_channel,1275788780,0.48066188751719263
24,6109,0.6451826279103875,16,0,8,0,HM_channel,1275788780,0.48066188751719263
25,14301,0.6441643977519812,16,0,8,0,HM_channel,1275788780,0.48066188751719263
26,14301,0.6441643977519812,16,0,8,0,HM_channel,1275788780,0.48066188751719263
27,14301,0.6441643977519812,16,0,8,0,HM_channel,1275788780,0.48066188751719263
28,30173,0.6466413610543579,16,0,8,0,HM_channel,1275788780,0.48066188751719263
29,30173,0.6466413610543579,16,0,8,0,HM_channel,1275788780,0.48066188751719263
30,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
31,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
32,5597,0.6492723668548883,16,0,8,0,HM_channel,1275788780,0.48066188751719263
33,5597,0.6492723668548883,16,0,8,0,HM_channel,1275788780,0.48066188751719263
34,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
35,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
36,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
37,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
38,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
39,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
40,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
41,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
42,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
43,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
44,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
45,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
46,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
47,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
48,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
49,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
50,21981,0.6476595912127642,16,0,8,0,HM_channel,1275788780,0.48066188751719263
0,20735,0.5831506517657994,16,0,1,1,HM_channel,698830967,0.5831506517657994
1,20734,0.6249183816831554,16,0,1,1,HM_channel,698830967,0.5831506517657994
2,20702,0.647845960897662,16,0,1,1,HM_channel,698830967,0.5831506517657994
3,21214,0.6528180413648786,16,0,1,1,HM_channel,698830967,0.5831506517657994
4,21470,0.6594379002134613,16,0,1,1,HM_channel,698830967,0.5831506517657994
5,21462,0.6621024421387173,16,0,1,1,HM_channel,698830967,0.5831506517657994
6,21458,0.6815910562070852,16,0,1,1,HM_channel,698830967,0.5831506517657994
7,23506,0.6875494713195652,16,0,1,1,HM_channel,698830967,0.5831506517657994
8,23250,0.6809296124709824,16,0,1,1,HM_channel,698830967,0.5831506517657994
9,23506,0.6875494713195652,16,0,1,1,HM_channel,698830967,0.5831506517657994
10,23514,0.6848849293943092,16,0,1,1,HM_channel,698830967,0.5831506517657994
11,23506,0.6875494713195652,16,0,1,1,HM_channel,698830967,0.5831506517657994
12,23514,0.6848849293943092,16,0,1,1,HM_channel,698830967,0.5831506517657994
13,23514,0.6848849293943092,16,0,1,1,HM_channel,698830967,0.5831506517657994
14,23506,0.6875494713195652,16,0,1,1,HM_channel,698830967,0.5831506517657994
15,23514,0.6848849293943092,16,0,1,1,HM_channel,698830967,0.5831506517657994
16,21466,0.6789265142818292,16,0,1,1,HM_channel,698830967,0.5831506517657994
17,23514,0.6848849293943092,16,0,1,1,HM_channel,698830967,0.5831506517657994
18,7130,0.6891238591820105,16,0,1,1,HM_channel,698830967,0.5831506517657994
19,7130,0.6891238591820105,16,0,1,1,HM_channel,698830967,0.5831506517657994
20,7130,0.6891238591820105,16,0,1,1,HM_channel,698830967,0.5831506517657994
21,7130,0.6891238591820105,16,0,1,1,HM_channel,698830967,0.5831506517657994
22,7122,0.6917884011072665,16,0,1,1,HM_channel,698830967,0.5831506517657994
23,8146,0.6884217303772654,16,0,1,1,HM_channel,698830967,0.5831506517657994
24,8154,0.6857571884520096,16,0,1,1,HM_channel,698830967,0.5831506517657994
25,7130,0.6891238591820105,16,0,1,1,HM_channel,698830967,0.5831506517657994
26,7122,0.6917884011072665,16,0,1,1,HM_channel,698830967,0.5831506517657994
27,7122,0.6917884011072665,16,0,1,1,HM_channel,698830967,0.5831506517657994
28,8146,0.6884217303772654,16,0,1,1,HM_channel,698830967,0.5831506517657994
29,8146,0.6884217303772654,16,0,1,1,HM_channel,698830967,0.5831506517657994
30,8146,0.6884217303772654,16,0,1,1,HM_channel,698830967,0.5831506517657994
31,7890,0.6818018715286828,16,0,1,1,HM_channel,698830967,0.5831506517657994
32,7890,0.6818018715286828,16,0,1,1,HM_channel,698830967,0.5831506517657994
33,7898,0.6791373296034268,16,0,1,1,HM_channel,698830967,0.5831506517657994
34,7898,0.6791373296034268,16,0,1,1,HM_channel,698830967,0.5831506517657994
35,7898,0.6791373296034268,16,0,1,1,HM_channel,698830967,0.5831506517657994
36,8154,0.6857571884520096,16,0,1,1,HM_channel,698830967,0.5831506517657994
37,7130,0.6891238591820105,16,0,1,1,HM_channel,698830967,0.5831506517657994
38,8154,0.6857571884520096,16,0,1,1,HM_channel,698830967,0.5831506517657994
39,8154,0.6857571884520096,16,0,1,1,HM_channel,698830967,0.5831506517657994
40,8146,0.6884217303772654,16,0,1,1,HM_channel,698830967,0.5831506517657994
41,6098,0.6824633152647855,16,0,1,1,HM_channel,698830967,0.5831506517657994
42,5074,0.6858299859947864,16,0,1,1,HM_channel,698830967,0.5831506517657994
43,6098,0.6824633152647855,16,0,1,1,HM_channel,698830967,0.5831506517657994
44,6098,0.6824633152647855,16,0,1,1,HM_channel,698830967,0.5831506517657994
45,6098,0.6824633152647855,16,0,1,1,HM_channel,698830967,0.5831506517657994
46,5586,0.6774912347975689,16,0,1,1,HM_channel,698830967,0.5831506517657994
47,7634,0.683449649910049,16,0,1,1,HM_channel,698830967,0.5831506517657994
48,7618,0.6760016778022834,16,0,1,1,HM_channel,698830967,0.5831506517657994
49,7634,0.683449649910049,16,0,1,1,HM_channel,698830967,0.5831506517657994
50,7642,0.680785107984793,16,0,1,1,HM_channel,698830967,0.5831506517657994
0,20735,0.5831506517657994,16,0,2,1,HM_channel,698830967,0.5831506517657994
1,4347,0.6068781956218686,16,0,2,1,HM_channel,698830967,0.5831506517657994
2,4346,0.6486459255392246,16,0,2,1,HM_channel,698830967,0.5831506517657994
3,4602,0.6552657843878075,16,0,2,1,HM_channel,698830967,0.5831506517657994
4,4570,0.678193363602314,16,0,2,1,HM_channel,698830967,0.5831506517657994
5,5082,0.6831654440695304,16,0,2,1,HM_channel,698830967,0.5831506517657994
6,5082,0.6831654440695304,16,0,2,1,HM_channel,698830967,0.5831506517657994
7,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
8,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
9,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
10,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
11,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
12,6874,0.6825040003334278,16,0,2,1,HM_channel,698830967,0.5831506517657994
13,6874,0.6825040003334278,16,0,2,1,HM_channel,698830967,0.5831506517657994
14,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
15,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
16,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
17,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
18,7106,0.6843404289995006,16,0,2,1,HM_channel,698830967,0.5831506517657994
19,23490,0.6801014992117994,16,0,2,1,HM_channel,698830967,0.5831506517657994
20,23506,0.6875494713195652,16,0,2,1,HM_channel,698830967,0.5831506517657994
21,23250,0.6809296124709824,16,0,2,1,HM_channel,698830967,0.5831506517657994
22,23250,0.6809296124709824,16,0,2,1,HM_channel,698830967,0.5831506517657994
23,7890,0.6818018715286828,16,0,2,1,HM_channel,698830967,0.5831506517657994
24,6866,0.6851685422586836,16,0,2,1,HM_channel,698830967,0.5831506517657994
25,6866,0.6851685422586836,16,0,2,1,HM_channel,698830967,0.5831506517657994
26,5074,0.6858299859947864,16,0,2,1,HM_channel,698830967,0.5831506517657994
27,5074,0.6858299859947864,16,0,2,1,HM_channel,698830967,0.5831506517657994
28,5074,0.6858299859947864,16,0,2,1,HM_channel,698830967,0.5831506517657994
29,21458,0.6815910562070852,16,0,2,1,HM_channel,698830967,0.5831506517657994
30,21458,0.6815910562070852,16,0,2,1,HM_channel,698830967,0.5831506517657994
31,5082,0.6831654440695304,16,0,2,1,HM_channel,698830967,0.5831506517657994
32,21466,0.6789265142818292,16,0,2,1,HM_channel,698830967,0.5831506517657994
33,21466,0.6789265142818292,16,0,2,1,HM_channel,698830967,0.5831506517657994
34,21466,0.6789265142818292,16,0,2,1,HM_channel,698830967,0.5831506517657994
35,23514,0.6848849293943092,16,0,2,1,HM_channel,698830967,0.5831506517657994
36,23514,0.6848849293943092,16,0,2,1,HM_channel,698830967,0.5831506517657994
37,6618,0.6841517787147938,16,0,2,1,HM_channel,698830967,0.5831506517657994
38,6618,0.6841517787147938,16,0,2,1,HM_channel,698830967,0.5831506517657994
39,6618,0.6841517787147938,16,0,2,1,HM_channel,698830967,0.5831506517657994
40,6618,0.6841517787147938,16,0,2,1,HM_channel,698830967,0.5831506517657994
41,7642,0.680785107984793,16,0,2,1,HM_channel,698830967,0.5831506517657994
42,7634,0.683449649910049,16,0,2,1,HM_channel,698830967,0.5831506517657994
43,7642,0.680785107984793,16,0,2,1,HM_channel,698830967,0.5831506517657994
44,8154,0.6857571884520096,16,0,2,1,HM_channel,698830967,0.5831506517657994
45,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
46,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
47,7130,0.6891238591820105,16,0,2,1,HM_channel,698830967,0.5831506517657994
48,23514,0.6848849293943092,16,0,2,1,HM_channel,698830967,0.5831506517657994
49,23002,0.6799128489270926,16,0,2,1,HM_channel,698830967,0.5831506517657994
50,24018,0.6792107201223477,16,0,2,1,HM_channel,698830967,0.5831506517657994
0,20735,0.5831506517657994,16,0,4,1,HM_channel,698830967,0.5831506517657994
1,16862,0.6208351242877017,16,0,4,1,HM_channel,698830967,0.5831506517657994
2,18902,0.6294580813254377,16,0,4,1,HM_channel,698830967,0.5831506517657994
3,14802,0.6607136408236535,16,0,4,1,HM_channel,698830967,0.5831506517657994
4,14810,0.6580490988983975,16,0,4,1,HM_channel,698830967,0.5831506517657994
5,14810,0.6580490988983975,16,0,4,1,HM_channel,698830967,0.5831506517657994
6,14810,0.6580490988983975,16,0,4,1,HM_channel,698830967,0.5831506517657994
7,14810,0.6580490988983975,16,0,4,1,HM_channel,698830967,0.5831506517657994
8,6610,0.6868163206400498,16,0,4,1,HM_channel,698830967,0.5831506517657994
9,8146,0.6884217303772654,16,0,4,1,HM_channel,698830967,0.5831506517657994
10,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
11,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
12,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
13,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
14,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
15,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
16,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
17,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
18,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
19,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
20,7122,0.6917884011072665,16,0,4,1,HM_channel,698830967,0.5831506517657994
21,24530,0.6841828005895642,16,0,4,1,HM_channel,698830967,0.5831506517657994
22,24530,0.6841828005895642,16,0,4,1,HM_channel,698830967,0.5831506517657994
23,24530,0.6841828005895642,16,0,4,1,HM_channel,698830967,0.5831506517657994
24,24530,0.6841828005895642,16,0,4,1,HM_channel,698830967,0.5831506517657994
25,24530,0.6841828005895642,16,0,4,1,HM_channel,698830967,0.5831506517657994
26,23506,0.6875494713195652,16,0,4,1,HM_channel,698830967,0.5831506517657994
27,23514,0.6848849293943092,16,0,4,1,HM_channel,698830967,0.5831506517657994
28,23506,0.6875494713195652,16,0,4,1,HM_channel,698830967,0.5831506517657994
